label,family,cluster
"ChrbB|BMZD01000006.1:c10718-10671 Novosphingobium arvoryzae KCTC 32422 DNA, sequence06, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|BA000040.2:c3400900-3400856 Bradyrhizobium diazoefficiens USDA 110 DNA, complete genome FORWARD",ChrbB,7
"ChrbB|SMLL01000004.1:c397516-397468 Ramlibacter rhizophilus strain CCTCC AB2015357 contig4, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|JAGSGD010000001.1:c3275214-3275166 Phenylobacterium glaciei strain 20VBR1 1, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|LMLF01000005.1:c90589-90539 Sphingomonas sp. Leaf42 contig_3, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|CP007440.1:c7934500-7934451 Rhodoplanes sp. Z2-YC6860, complete genome FORWARD",ChrbB,6
"ChrbB|QETI01000012.1:114350-114405 Comamonas sp. JNW CONTIG_12_length_150375_cov_29.8427, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|CP062222.1:1708112-1708160 Brevundimonas goettingensis strain LVF2 chromosome, complete genome FORWARD",ChrbB,7
"ChrbB|PSRR01000004.1:c74951-74906 Bradyrhizobium sp. Leo170 Contig004_, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|FOGE01000002.1:c15524-15478 Sphingobium sp. YR768 genome assembly, contig: Ga0115505_102, whole genome shotgun sequence FORWARD",ChrbB,7
"Drum|FR899699.1:c17751-17638 Clostridium sp. CAG:411 genomic scaffold, scf231, whole genome shotgun sequence FORWARD",Drum,1
"Drum|VWXL01000068.1:6274-6389 Caproicibacter fermentans strain EA1 CAFE_68, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CYYM01000002.1:c347846-347731 Dorea longicatena strain 2789STDY5608851 genome assembly, contig: SCcontig000002, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CM009896.1:c2975829-2975720 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",Drum,1
"Drum|KE150405.1:2132710-2132825 Lachnospiraceae bacterium 3_1_57FAA_CT1 genomic scaffold acsNU-supercont1.1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR894449.1:c20409-20296 Clostridium sp. CAG:299 genomic scaffold, scf224, whole genome shotgun sequence FORWARD",Drum,1
"Drum|RAYK01000203.1:297-411 Bacterium 1xD8-6 strain 1xD8-6 Scaffold179_1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|JACOPF010000001.1:660906-661019 Mediterraneibacter hominis strain NSJ-55 DNA.506_ctg0001, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FNUR01000003.1:c388366-388257 Butyrivibrio sp. Su6 genome assembly, contig: IE64DRAFT_scaffold00003.3, whole genome shotgun sequence FORWARD",Drum,1
"Drum|HF991342.1:c29780-29667 Clostridium sp. CAG:632 genomic scaffold, scf117, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR887078.1:c1481-1374 Firmicutes bacterium CAG:170 genomic scaffold, scf68, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR894050.1:32199-32309 Roseburia sp. CAG:309 genomic scaffold, scf323, whole genome shotgun sequence FORWARD",Drum,1
"Drum|KN174167.1:c135830-135713 Clostridium orbiscindens 1_3_50AFAA genomic scaffold supercont1.7, whole genome shotgun sequence FORWARD",Drum,1
"Drum|JH379027.1:3191473-3191588 Clostridium hathewayi WAL-18680 genomic scaffold supercont1.1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|QUCW01000003.1:587954-588062 Roseburia sp. AM16-25 AM16-25.Scaf3, whole genome shotgun sequence FORWARD",Drum,1
"Drum|VIQV01000036.1:18713-18828 Lachnospiraceae bacterium MD329 10_Assembly.final.scaffolds_scaffold21.1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|NFKO01000017.1:34941-35049 Pseudoflavonifractor sp. An176 An176_contig_17, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CYYJ01000003.1:c277243-277134 Coprococcus eutactus strain 2789STDY5608843 genome assembly, contig: SCcontig000003, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR891331.1:25497-25617 Clostridium sp. CAG:964 genomic scaffold, scf131, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CP001106.1:c172822-172710 Lachnospira eligens ATCC 27750 plasmid unnamed, complete sequence FORWARD",Drum,1
"Drum|QUDT01000045.1:c5319-5209 Firmicutes bacterium AF36-19BH AF36-19BH.Scaf45, whole genome shotgun sequence FORWARD",Drum,1
"Drum|RAYM01000023.1:13850-13963 Bacterium 1xD42-87 strain 1xD42-87 Scaffold13_1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|HF989117.1:76145-76258 Eubacterium sp. CAG:146 genomic scaffold, scf508, whole genome shotgun sequence FORWARD",Drum,1
"Drum|DS990201.1:c139586-139473 Ruminococcus lactaris ATCC 29176 Scfld_02_38 genomic scaffold, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CM009896.1:c1347647-1347531 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",Drum,1
"Drum|QUGS01000001.1:41189-41302 Clostridiaceae bacterium AF18-31LB AF18-31LB.Scaf1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|KI391949.1:262503-262616 Ruminococcaceae bacterium D16 genomic scaffold acsPy-supercont2.3, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR902981.1:140198-140310 Firmicutes bacterium CAG:95 genomic scaffold, scf569, whole genome shotgun sequence FORWARD",Drum,1
"Drum|AP019695.1:1465005-1465118 Amedibacterium intestinale JCM 30884 DNA, complete genome FORWARD",Drum,1
"Drum|FR895390.1:c63093-62983 Firmicutes bacterium CAG:882 genomic scaffold, scf109, whole genome shotgun sequence FORWARD",Drum,1
"GlutamineII|AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",GlutamineII,10
"GlutamineII|AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|CP000111.1:c1396332-1396270 Prochlorococcus marinus str. MIT 9312, complete genome FORWARD",GlutamineII,5
"GlutamineII|CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",GlutamineII,9
GlutamineII|CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,GlutamineII,7
"GlutamineII|CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",GlutamineII,3
"GlutamineII|AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY023938474.1:1158-1220 Marine metagenome ctg_1101668745825, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",GlutamineII,10
"GlutamineII|AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",GlutamineII,9
"GlutamineII|AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",GlutamineII,3
"GlutamineII|CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",GlutamineII,10
"GlutamineII|CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",GlutamineII,9
"GlutamineII|CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",GlutamineII,9
GlutamineII|BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,GlutamineII,10
"GlutamineII|AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD",GlutamineII,6
"GlutamineII|AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",GlutamineII,10
"GlutamineII|CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",GlutamineII,3
"GlutamineII|CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",GlutamineII,9
"gp20B|GL945169.1:c33029-32966 Lachnospiraceae bacterium 1_4_56FAA genomic scaffold supercont1.7, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|JWHR01000121.1:c68509-68440 Terrisporobacter othiniensis strain 08-306576 Contig121, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|CP060696.1:c905398-905337 Caproicibacterium amylolyticum strain LBM18003 chromosome, complete genome FORWARD",gp20B,10
"gp20B|FNNG01000033.1:26-88 Tepidimicrobium xylanilyticum strain DSM 23310 genome assembly, contig: Ga0056071_scaffold00033.33, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|JACRSY010000063.1:c4082-4012 Zhenhengia yiwuensis strain NSJ-12 CP_SP_D3_27_ctg063, whole genome shotgun sequence FORWARD",gp20B,10
"gp20B|KC595515.1:5104-5165 Brevibacillus phage Jimmer1, complete genome FORWARD",gp20B,4
"gp20B|DS480667.1:c113974-113910 Clostridium bolteae ATCC BAA-613 Scfld_02_8 genomic scaffold, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|JAOSHN010000014.1:67001-67064 Hominibacterium faecale strain ASD5510 NODE_14_length_76735_cov_158.722835, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|KC595517.1:4221-4282 Brevibacillus phage Abouo, complete genome FORWARD",gp20B,4
"gp20B|FR887997.1:c11747-11688 Clostridium leptum CAG:27 genomic scaffold, scf168, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|FQZO01000002.1:c248557-248488 Clostridium amylolyticum strain DSM 21864 genome assembly, contig: Ga0131114_102, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|CP015439.1:c198254-198191 Anoxybacteroides amylolyticum strain DSM 15939 plasmid pDSM15939_1, complete sequence FORWARD",gp20B,4
"gp20B|CP048649.1:543042-543101 Aminipila butyrica strain DSM 103574 chromosome, complete genome FORWARD",gp20B,4
"gp20B|NFJT01000033.1:c22159-22104 Anaerofilum sp. An201 An201_contig_33, whole genome shotgun sequence FORWARD",gp20B,9
"gp20B|KB291681.1:88006-88070 Clostridium celatum DSM 1785 genomic scaffold Scfld153, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|VFMF01000001.1:3819704-3819762 Clostridium sp. KNHs216 LY85DRAFT_unitig_0_quiver.1, whole genome shotgun sequence FORWARD",gp20B,9
"gp20B|CP002547.1:361566-361626 Syntrophobotulus glycolicus DSM 8271, complete genome FORWARD",gp20B,5
"gp20B|SRMQ01000016.1:c13399-13341 Caproiciproducens galactitolivorans strain BS-1 CAGA_contig000016, whole genome shotgun sequence FORWARD",gp20B,9
"gp20B|MK448910.1:23829-23891 Streptococcus phage Javan336, complete genome FORWARD",gp20B,4
"gp20B|CVTD020000017.1:c159990-159925 Herbinix hemicellulosilytica genome assembly TUM3/55, contig 02_T3/55T_contig17, whole genome shotgun sequence FORWARD",gp20B,10
"gp20B|FR892673.1:72709-72772 Dorea sp. CAG:317 genomic scaffold, scf86, whole genome shotgun sequence FORWARD",gp20B,3
"gp20B|CP000568.1:2950205-2950266 Acetivibrio thermocellus ATCC 27405 chromosome, complete genome FORWARD",gp20B,10
"gp20B|LN881738.1:c15112-15053 Escherichia phage slur17, complete genome FORWARD",gp20B,9
"gp20B|AP023368.1:c5291056-5290993 Anaerocolumna chitinilytica DNA, complete genome FORWARD",gp20B,5
"gp20B|CP000141.1:1955613-1955674 Carboxydothermus hydrogenoformans Z-2901, complete genome FORWARD",gp20B,4
"gp20B|AP012200.1:c1486685-1486628 Melissococcus plutonius ATCC 35311 DNA, complete genome FORWARD",gp20B,10
"gp20B|JYHN01000047.1:c14230-14174 Clostridium sp. FS41 CLFS41_contig000053, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|PSQF01000018.1:c7114-7056 Subdoligranulum sp. APC924/74 NODE_18_length_40448_cov_1185.06, whole genome shotgun sequence FORWARD",gp20B,6
"gp20B|JX564242.1:18990-19048 Lactococcus phage Q33, complete genome FORWARD",gp20B,9
"gp20B|AJ609634.1:24875-24937 Bacteriophage EJ-1 proviral DNA, complete genome FORWARD",gp20B,4
"int-alpA|FPBO01000015.1:136452-136523 Massilia namucuonensis strain CGMCC 1.11014 genome assembly, contig: Ga0079888_1015, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|CP072793.1:c2243525-2243456 Thiothrix unzii strain A1 chromosome, complete genome FORWARD",int-alpA,5
"int-alpA|FUYB01000003.1:c291249-291177 Thiothrix eikelboomii strain ATCC 49788 genome assembly, contig: EI61DRAFT_scaffold00003.3, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|FOSR01000003.1:127136-127202 Rhodanobacter glycinis strain MO64 genome assembly, contig: Ga0075223_103, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|SMAJ01000003.1:97398-97466 Paralcaligenes ureilyticus strain DSM 24591 Ga0244690_103, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|DF970248.1:43898-43967 Mizugakiibacter sediminis DNA, contig: NODE_130, strain: skMP5, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|PNEO01000008.1:179167-179236 Burkholderia sp. WAC0059 08, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|CP023439.1:c4560430-4560363 Thauera sp. K11 chromosome, complete genome FORWARD",int-alpA,8
"int-alpA|CAJQZC010000005.1:386583-386653 Paraburkholderia sp. LMG 31841 genome assembly, contig: 5, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|BAFF01000008.1:c65031-64965 Atlantibacter hermannii NBRC 105704 NBRC 105704 DNA, contig: EH10570408, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|AMXB01000020.1:48728-48796 Thauera sp. 27 Cont20, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|PKRR01000002.1:542826-542893 Uliginosibacterium sp. TH139 NODE_2_length_767930_cov_428.101714, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|CP049156.1:c2771235-2771166 Caballeronia sp. SBC1 chromosome, complete genome FORWARD",int-alpA,5
"int-alpA|FLQX01000159.1:6095-6163 Candidatus Accumulibacter sp. S1 isolate 3 genome assembly, contig: ACCAA_Contig_79, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|SDKK01000011.1:c62376-62307 Zoogloea oleivorans strain Buc BUC_nxtrim.se_trimmed_contig_47, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|SDKK01000017.1:c86441-86373 Zoogloea oleivorans strain Buc BUC_nxtrim.se_trimmed_contig_33, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|JACMNB010000011.1:c125298-125231 MAG: Methylotenera sp. isolate LF-bin-133 FL-bin-133-contig-k141_330395, whole genome shotgun sequence FORWARD",int-alpA,10
"int-alpA|FLQX01000101.1:c72131-72061 Candidatus Accumulibacter sp. S1 isolate 3 genome assembly, contig: ACCAA_Contig_26, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|AP012224.1:c537381-537314 Pseudogulbenkiania sp. NH8B DNA, complete genome FORWARD",int-alpA,4
"int-alpA|FOFS01000008.1:210198-210265 Solimonas aquatica strain DSM 25927 genome assembly, contig: Ga0070002_108, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|FUYB01000016.1:96384-96453 Thiothrix eikelboomii strain ATCC 49788 genome assembly, contig: EI61DRAFT_scaffold00016.16, whole genome shotgun sequence FORWARD",int-alpA,4
int-alpA|AM406670.1:2047607-2047675 Azoarcus olearius strain BH72 genome assembly FORWARD,int-alpA,4
"int-alpA|JEMY01000064.1:c2487-2418 MAG: Candidatus Accumulibacter regalis contig000064, whole genome shotgun sequence FORWARD",int-alpA,10
"int-alpA|FOUF01000017.1:c57600-57531 Nitrosomonas nitrosa strain Nm146 genome assembly, contig: Ga0105874_117, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|FOVJ01000001.1:504222-504288 Nitrosospira briensis strain Nsp8 genome assembly, contig: Ga0105880_101, whole genome shotgun sequence FORWARD",int-alpA,10
"int-alpA|CP046913.1:c2378808-2378740 Paraburkholderia acidisoli strain DHF22 chromosome 1, complete sequence FORWARD",int-alpA,5
"int-alpA|JDST02000049.1:c31391-31312 MAG: Candidatus Accumulibacter cognatus contig000057, whole genome shotgun sequence FORWARD",int-alpA,2
"int-alpA|JACIGE010000002.1:c72499-72430 Rhodocyclus tenuis strain 2761 Ga0394279_02, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|JFAW01000001.1:271969-272036 MAG: Candidatus Accumulibacter sp. SK-11 contig000001, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|FNPQ01000056.1:c2624-2556 Nitrosomonas sp. Nm58 genome assembly, contig: Ga0111711_1056, whole genome shotgun sequence FORWARD",int-alpA,5
nhaaI|AM746676.1:c4580779-4580721 Sorangium cellulosum 'So ce 56' complete genome FORWARD,nhaaI,7
nhaaI|AM260480.1:496833-496891 Ralstonia eutropha H16 chromosome 2 FORWARD,nhaaI,6
"nhaaI|JTDN01000001.1:2084804-2084864 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|CP000245.1:1201949-1202001 Ramlibacter tataouinensis TTB310, complete genome FORWARD",nhaaI,7
"nhaaI|WVTD01000008.1:c157649-157596 Novosphingobium silvae strain FGD1 NODE_8_length_190061_cov_34.815699, whole genome shotgun sequence FORWARD",nhaaI,6
"nhaaI|BMIH01000002.1:c882707-882649 Sphingomonas metalli CGMCC 1.15330 DNA, sequence02, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|JACIVI010000001.1:26743-26795 Aquariibacter albus strain SJAQ100 contig1, whole genome shotgun sequence FORWARD",nhaaI,7
"nhaaI|LMDI01000067.1:c120494-120438 Rhizobacter sp. Root1221 contig_7, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|RKMB01000002.1:191613-191663 Ramlibacter sp. WS9 NODE_2_length_612727_cov_37.2678_ID_3073, whole genome shotgun sequence FORWARD",nhaaI,7
"nhaaI|RAQU01000199.1:c8842-8787 Teichococcus wenyumeiae strain Z24 Scaffold193_1, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|CP054841.1:520038-520090 Comamonas antarctica strain 16-35-5 plasmid unnamed1, complete sequence FORWARD",nhaaI,6
"nhaaI|CP002521.1:4962505-4962555 Acidovorax avenae subsp. avenae ATCC 19860, complete genome FORWARD",nhaaI,3
"nhaaI|JXTP01000058.1:c13356-13298 Sphingomonas melonis strain 30a NODE_16, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|FKIF01000006.1:491-545 Bordetella ansorpii strain H050680373 genome assembly, contig: ERS1093620SCcontig000006, whole genome shotgun sequence FORWARD",nhaaI,7
"nhaaI|FNBI01000013.1:18842-18897 Sphingomonas sp. S7-754 genome assembly, contig: Ga0075252_113, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|FOGD01000001.1:c289637-289585 Giesbergeria anulus strain ATCC 35958 genome assembly, contig: Ga0052898_scaffold00001.1, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|CP009533.1:1400502-1400563 Pseudomonas rhizosphaerae strain DSM 16299, complete genome FORWARD",nhaaI,5
"nhaaI|NWVC01000003.1:c229446-229391 Sphingomonas adhaesiva strain DSM 7418 contig3, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD",nhaaI,7
"nhaaI|CP029985.1:c3012493-3012434 Sphingomonas sp. FARSPH chromosome, complete genome FORWARD",nhaaI,7
"nhaaI|CP000555.1:404714-404769 Methylibium petroleiphilum PM1, complete genome FORWARD",nhaaI,6
"nhaaI|CP011125.1:c6712094-6712045 Sandaracinus amylolyticus strain DSM 53668, complete genome FORWARD",nhaaI,7
"nhaaI|LMIB01000012.1:897410-897466 Sphingomonas sp. Root710 contig_2, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|AP009384.1:c1486639-1486584 Azorhizobium caulinodans ORS 571 DNA, complete genome FORWARD",nhaaI,9
"nhaaI|LT907988.1:3427892-3427947 Alcaligenaceae bacterium LMG 29303 isolate Orrdi1 genome assembly, chromosome: I FORWARD",nhaaI,6
"nhaaI|CP029211.1:c33883-33829 Aquabacterium olei strain NBRC 110486 plasmid pTB101, complete sequence FORWARD",nhaaI,9
"nhaaI|VLJW01000001.1:51672-51726 Aminobacter sp. J15 AmiJ15_scaffold_0, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|QQNB01000004.1:c39490-39438 Sphingomonas aracearum strain WZY 27 NODE_4_length_144644_cov_41.700333, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|JACYFT010000002.1:872042-872094 Limnohabitans radicicola strain JUR4 contig2, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|LARW01000054.1:40368-40424 Sphingomonas sp. SRS2 contig54, whole genome shotgun sequence FORWARD",nhaaI,10
photorcII|HQ634175.1:c68532-68436 Cyanophage P-RSM1 genomic sequence FORWARD,photorcII,2
"photorcII|GU071108.1:162206-162301 Prochlorococcus phage Syn33, complete genome FORWARD",photorcII,2
"photorcII|KU686206.1:160385-160480 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome FORWARD",photorcII,2
"photorcII|KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",photorcII,2
"photorcII|MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",photorcII,2
"photorcII|HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",photorcII,2
photorcII|FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,photorcII,2
"photorcII|KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",photorcII,2
"photorcII|JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",photorcII,2
"photorcII|OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",photorcII,2
"photorcII|GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",photorcII,2
"photorcII|KU686209.1:159627-159718 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome FORWARD",photorcII,2
"photorcII|OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",photorcII,2
"photorcII|GU071106.1:166909-167003 Synechococcus phage Syn19, complete genome FORWARD",photorcII,2
"photorcII|OP053362.1:7937-8033 Cyanophage S-TIM54, complete genome FORWARD",photorcII,2
"photorcII|HQ317292.1:165583-165678 Synechococcus phage S-RIM2 R1_1999, complete genome FORWARD",photorcII,2
"photorcII|MH629685.1:79337-79432 Synechococcus virus S-PRM1, complete genome FORWARD",photorcII,2
"photorcII|GU071096.1:167689-167782 Synechococcus phage S-ShM2, complete genome FORWARD",photorcII,2
"photorcII|GU071095.1:179573-179668 Synechococcus phage S-SM2, complete genome FORWARD",photorcII,2
"photorcII|KJ019059.1:174288-174383 Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome FORWARD",photorcII,2
"photorcII|OP917831.1:118682-118778 Synechococcus phage S-M1, complete genome FORWARD",photorcII,2
"photorcII|GU071101.1:169216-169312 Prochlorococcus phage P-HM1, complete genome FORWARD",photorcII,2
"photorcII|KJ019136.1:157499-157594 Synechococcus phage ACG-2014d isolate Syn7803C102, complete genome FORWARD",photorcII,2
