seq1,seq2,similarity
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","SGWV01000007.1:519789-519844 Sphaerotilus mobilis strain DSM 10617 Ga0310535_101, whole genome shotgun sequence FORWARD",0.8677568614183624
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","RKMB01000002.1:191613-191663 Ramlibacter sp. WS9 NODE_2_length_612727_cov_37.2678_ID_3073, whole genome shotgun sequence FORWARD",0.9171808948258158
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","QQNB01000004.1:c39490-39438 Sphingomonas aracearum strain WZY 27 NODE_4_length_144644_cov_41.700333, whole genome shotgun sequence FORWARD",0.7274112918760626
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","VLJW01000001.1:51672-51726 Aminobacter sp. J15 AmiJ15_scaffold_0, whole genome shotgun sequence FORWARD",0.6510397672674281
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","LMDI01000067.1:c120494-120438 Rhizobacter sp. Root1221 contig_7, whole genome shotgun sequence FORWARD",0.7558963266870087
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","AP009384.1:c1486639-1486584 Azorhizobium caulinodans ORS 571 DNA, complete genome FORWARD",0.7080990899368111
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP000245.1:1201949-1202001 Ramlibacter tataouinensis TTB310, complete genome FORWARD",0.9681296967138261
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","FNBI01000013.1:18842-18897 Sphingomonas sp. S7-754 genome assembly, contig: Ga0075252_113, whole genome shotgun sequence FORWARD",0.5033094954123021
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP054841.1:520038-520090 Comamonas antarctica strain 16-35-5 plasmid unnamed1, complete sequence FORWARD",0.8434700697502604
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP001510.1:c1292929-1292873 Methylobacterium extorquens AM1, complete genome FORWARD",0.40402357064664585
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","JTDN01000001.1:2084804-2084864 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence FORWARD",0.7294323735449901
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","AP012305.1:c497931-497876 Azoarcus sp. KH32C plasmid pAZKH DNA, complete genome FORWARD",0.8112507131118291
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","NINX01000019.1:c25777-25721 Pigmentiphaga sp. NML030171 NML03-0171_S19_L001_001_24, whole genome shotgun sequence FORWARD",0.6237771454846701
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","JACIVI010000001.1:26743-26795 Aquariibacter albus strain SJAQ100 contig1, whole genome shotgun sequence FORWARD",0.8500180961332102
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","JAERQZ010000001.1:3240969-3241024 Piscinibacter sp. HJYY11 contig1, whole genome shotgun sequence FORWARD",0.6747229757749557
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP011125.1:c6712094-6712045 Sandaracinus amylolyticus strain DSM 53668, complete genome FORWARD",0.9741328205042061
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","BMIH01000002.1:c882707-882649 Sphingomonas metalli CGMCC 1.15330 DNA, sequence02, whole genome shotgun sequence FORWARD",0.42025604326238997
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP000555.1:404714-404769 Methylibium petroleiphilum PM1, complete genome FORWARD",0.5866830003564196
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","FOGD01000001.1:c289637-289585 Giesbergeria anulus strain ATCC 35958 genome assembly, contig: Ga0052898_scaffold00001.1, whole genome shotgun sequence FORWARD",0.5521525807100973
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP059068.1:c3448250-3448196 Rhodoferax sp. AJA081-3 chromosome, complete genome FORWARD",0.6695705647046646
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","JXTP01000058.1:c13356-13298 Sphingomonas melonis strain 30a NODE_16, whole genome shotgun sequence FORWARD",0.42025604326238997
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","JACHLR010000005.1:c182497-182445 Novosphingobium chloroacetimidivorans strain S00245 Ga0436340_05, whole genome shotgun sequence FORWARD",0.7388010318660988
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","LT907988.1:3427892-3427947 Alcaligenaceae bacterium LMG 29303 isolate Orrdi1 genome assembly, chromosome: I FORWARD",0.7254951821148885
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP004037.1:c258954-258898 Sphingomonas sp. MM-1 plasmid pISP0, complete sequence FORWARD",0.553717234381549
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","CP002521.1:4962505-4962555 Acidovorax avenae subsp. avenae ATCC 19860, complete genome FORWARD",0.3618617803496991
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","ATIB01000068.1:c114072-114016 Sphingobium baderi LL03 contig068, whole genome shotgun sequence FORWARD",0.553717234381549
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","LMIB01000012.1:897410-897466 Sphingomonas sp. Root710 contig_2, whole genome shotgun sequence FORWARD",0.6150584619955897
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","QDKP01000049.1:c139304-139252 Caulobacter radicis strain 736 NODE_2_length_360001_cov_61.4423, whole genome shotgun sequence FORWARD",0.9108849088633839
"AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD","WJIE01000003.1:839614-839662 Polyangium spumosum strain DSM 14734 Scaffold3, whole genome shotgun sequence FORWARD",0.9591891070913033
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD",1.0
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD",0.4552642223717864
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JACHZX010000001.1:978422-978477 Sphingomonas sp. BK345 Ga0365278_01, whole genome shotgun sequence FORWARD",0.8512280490095405
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","FKIF01000006.1:491-545 Bordetella ansorpii strain H050680373 genome assembly, contig: ERS1093620SCcontig000006, whole genome shotgun sequence FORWARD",0.9217472334619179
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP009533.1:1400502-1400563 Pseudomonas rhizosphaerae strain DSM 16299, complete genome FORWARD",0.5770898017665524
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","LARW01000054.1:40368-40424 Sphingomonas sp. SRS2 contig54, whole genome shotgun sequence FORWARD",0.6799817202392648
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","NWVC01000003.1:c229446-229391 Sphingomonas adhaesiva strain DSM 7418 contig3, whole genome shotgun sequence FORWARD",0.8974119467552654
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JACJUG010000056.1:c1599-1549 Mitsuaria sp. WAJ17 NODE_56_length_11233_cov_35.015217, whole genome shotgun sequence FORWARD",0.7832301456090378
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP029211.1:c33883-33829 Aquabacterium olei strain NBRC 110486 plasmid pTB101, complete sequence FORWARD",0.7897486277101446
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","RAQU01000199.1:c8842-8787 Teichococcus wenyumeiae strain Z24 Scaffold193_1, whole genome shotgun sequence FORWARD",0.8079677734316004
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD",AM746676.1:c4580779-4580721 Sorangium cellulosum 'So ce 56' complete genome FORWARD,0.8550685800740293
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD",AM260480.1:496833-496891 Ralstonia eutropha H16 chromosome 2 FORWARD,0.7566218236198369
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","RWKI01000001.1:c299815-299762 Variovorax sp. MHTC-1 1, whole genome shotgun sequence FORWARD",0.4837689408958261
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JACYFT010000002.1:872042-872094 Limnohabitans radicicola strain JUR4 contig2, whole genome shotgun sequence FORWARD",0.7804195611834418
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP029985.1:c3012493-3012434 Sphingomonas sp. FARSPH chromosome, complete genome FORWARD",0.9323346700633321
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JABFCS010000001.1:c2422410-2422359 Ramlibacter montanisoli strain B156 1, whole genome shotgun sequence FORWARD",0.7483775962017458
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP000113.1:7494965-7495013 Myxococcus xanthus DK 1622, complete genome FORWARD",0.8784421556884329
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","SJXD01000029.1:84107-84162 Roseococcus sp. SYP-B2431 NODE_7, whole genome shotgun sequence FORWARD",0.7663018190781524
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","WVTD01000008.1:c157649-157596 Novosphingobium silvae strain FGD1 NODE_8_length_190061_cov_34.815699, whole genome shotgun sequence FORWARD",0.5964988772817549
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","FNIT01000001.1:c135542-135486 Aureimonas jatrophae strain L7-484,KACC 16230,DSM 25025 genome assembly, contig: Ga0075246_101, whole genome shotgun sequence FORWARD",0.6479134065289257
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","SGWV01000007.1:519789-519844 Sphaerotilus mobilis strain DSM 10617 Ga0310535_101, whole genome shotgun sequence FORWARD",0.893538669289431
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","RKMB01000002.1:191613-191663 Ramlibacter sp. WS9 NODE_2_length_612727_cov_37.2678_ID_3073, whole genome shotgun sequence FORWARD",0.8745013975318763
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","QQNB01000004.1:c39490-39438 Sphingomonas aracearum strain WZY 27 NODE_4_length_144644_cov_41.700333, whole genome shotgun sequence FORWARD",0.8233718132533069
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","VLJW01000001.1:51672-51726 Aminobacter sp. J15 AmiJ15_scaffold_0, whole genome shotgun sequence FORWARD",0.77988905471712
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","LMDI01000067.1:c120494-120438 Rhizobacter sp. Root1221 contig_7, whole genome shotgun sequence FORWARD",0.8105958124048923
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","AP009384.1:c1486639-1486584 Azorhizobium caulinodans ORS 571 DNA, complete genome FORWARD",0.8183068163781624
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP000245.1:1201949-1202001 Ramlibacter tataouinensis TTB310, complete genome FORWARD",0.7649933475501187
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","FNBI01000013.1:18842-18897 Sphingomonas sp. S7-754 genome assembly, contig: Ga0075252_113, whole genome shotgun sequence FORWARD",0.7191273410495265
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP054841.1:520038-520090 Comamonas antarctica strain 16-35-5 plasmid unnamed1, complete sequence FORWARD",0.8037471008341901
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP001510.1:c1292929-1292873 Methylobacterium extorquens AM1, complete genome FORWARD",0.5741315894849947
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JTDN01000001.1:2084804-2084864 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence FORWARD",0.876107751805567
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","AP012305.1:c497931-497876 Azoarcus sp. KH32C plasmid pAZKH DNA, complete genome FORWARD",0.8104658027370906
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","NINX01000019.1:c25777-25721 Pigmentiphaga sp. NML030171 NML03-0171_S19_L001_001_24, whole genome shotgun sequence FORWARD",0.7928535763448596
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JACIVI010000001.1:26743-26795 Aquariibacter albus strain SJAQ100 contig1, whole genome shotgun sequence FORWARD",0.903370771696162
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JAERQZ010000001.1:3240969-3241024 Piscinibacter sp. HJYY11 contig1, whole genome shotgun sequence FORWARD",0.8557802451112736
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP011125.1:c6712094-6712045 Sandaracinus amylolyticus strain DSM 53668, complete genome FORWARD",0.755182391035734
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","BMIH01000002.1:c882707-882649 Sphingomonas metalli CGMCC 1.15330 DNA, sequence02, whole genome shotgun sequence FORWARD",0.6539712881972409
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP000555.1:404714-404769 Methylibium petroleiphilum PM1, complete genome FORWARD",0.6571466614320309
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","FOGD01000001.1:c289637-289585 Giesbergeria anulus strain ATCC 35958 genome assembly, contig: Ga0052898_scaffold00001.1, whole genome shotgun sequence FORWARD",0.7557540091440142
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP059068.1:c3448250-3448196 Rhodoferax sp. AJA081-3 chromosome, complete genome FORWARD",0.6618741312232386
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JXTP01000058.1:c13356-13298 Sphingomonas melonis strain 30a NODE_16, whole genome shotgun sequence FORWARD",0.6539712881972409
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","JACHLR010000005.1:c182497-182445 Novosphingobium chloroacetimidivorans strain S00245 Ga0436340_05, whole genome shotgun sequence FORWARD",0.8205305981397767
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","LT907988.1:3427892-3427947 Alcaligenaceae bacterium LMG 29303 isolate Orrdi1 genome assembly, chromosome: I FORWARD",0.7960111340385537
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP004037.1:c258954-258898 Sphingomonas sp. MM-1 plasmid pISP0, complete sequence FORWARD",0.7892645761994375
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","CP002521.1:4962505-4962555 Acidovorax avenae subsp. avenae ATCC 19860, complete genome FORWARD",0.41352837342020077
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","ATIB01000068.1:c114072-114016 Sphingobium baderi LL03 contig068, whole genome shotgun sequence FORWARD",0.7892645761994375
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","LMIB01000012.1:897410-897466 Sphingomonas sp. Root710 contig_2, whole genome shotgun sequence FORWARD",0.8065612862158441
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","QDKP01000049.1:c139304-139252 Caulobacter radicis strain 736 NODE_2_length_360001_cov_61.4423, whole genome shotgun sequence FORWARD",0.8706162423784319
"LMKL01000009.1:c137635-137575 Sphingomonas sp. Leaf17 contig_7, whole genome shotgun sequence FORWARD","WJIE01000003.1:839614-839662 Polyangium spumosum strain DSM 14734 Scaffold3, whole genome shotgun sequence FORWARD",0.8235299918889446
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD",1.0
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","JACHZX010000001.1:978422-978477 Sphingomonas sp. BK345 Ga0365278_01, whole genome shotgun sequence FORWARD",0.3942398968021774
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","FKIF01000006.1:491-545 Bordetella ansorpii strain H050680373 genome assembly, contig: ERS1093620SCcontig000006, whole genome shotgun sequence FORWARD",0.4673372939452351
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","CP009533.1:1400502-1400563 Pseudomonas rhizosphaerae strain DSM 16299, complete genome FORWARD",0.5620519272742395
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","LARW01000054.1:40368-40424 Sphingomonas sp. SRS2 contig54, whole genome shotgun sequence FORWARD",0.2409601488251123
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","NWVC01000003.1:c229446-229391 Sphingomonas adhaesiva strain DSM 7418 contig3, whole genome shotgun sequence FORWARD",0.3879077883704498
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","JACJUG010000056.1:c1599-1549 Mitsuaria sp. WAJ17 NODE_56_length_11233_cov_35.015217, whole genome shotgun sequence FORWARD",0.34405363832331726
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","CP029211.1:c33883-33829 Aquabacterium olei strain NBRC 110486 plasmid pTB101, complete sequence FORWARD",0.5698998037184151
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","RAQU01000199.1:c8842-8787 Teichococcus wenyumeiae strain Z24 Scaffold193_1, whole genome shotgun sequence FORWARD",0.3767030224651804
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD",AM746676.1:c4580779-4580721 Sorangium cellulosum 'So ce 56' complete genome FORWARD,0.43094924216364683
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD",AM260480.1:496833-496891 Ralstonia eutropha H16 chromosome 2 FORWARD,0.7042946859543494
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","RWKI01000001.1:c299815-299762 Variovorax sp. MHTC-1 1, whole genome shotgun sequence FORWARD",0.9891058655015046
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","JACYFT010000002.1:872042-872094 Limnohabitans radicicola strain JUR4 contig2, whole genome shotgun sequence FORWARD",0.34294748642186157
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","CP029985.1:c3012493-3012434 Sphingomonas sp. FARSPH chromosome, complete genome FORWARD",0.5078319217614352
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","JABFCS010000001.1:c2422410-2422359 Ramlibacter montanisoli strain B156 1, whole genome shotgun sequence FORWARD",0.31628277800457855
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","CP000113.1:7494965-7495013 Myxococcus xanthus DK 1622, complete genome FORWARD",0.4277592094588899
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","SJXD01000029.1:84107-84162 Roseococcus sp. SYP-B2431 NODE_7, whole genome shotgun sequence FORWARD",0.6599090111325909
"PRDL01000001.1:c2635315-2635260 Cellvibrio polysaccharolyticus strain Ka43 ctg1, whole genome shotgun sequence FORWARD","WVTD01000008.1:c157649-157596 Novosphingobium silvae strain FGD1 NODE_8_length_190061_cov_34.815699, whole genome shotgun sequence FORWARD",0.8722460268289053
