seq1,seq2,similarity
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000551.1:c1075404-1075342 Prochlorococcus marinus str. AS9601, complete genome FORWARD",0.44097515231898193
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",0.7074453716205201
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",0.6178913691107953
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",0.7709676651928263
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD",DQ366726.1:9273-9330 Uncultured Prochlorococcus marinus clone HF10-88F10 genomic sequence FORWARD,0.5699114194431327
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",0.49984128468077726
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000552.1:c662192-662132 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.5184251359717316
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.5699114194431327
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.4120532654538209
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.5699114194431327
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.5699114194431327
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD",CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.6768386760040414
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.7074453716205201
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.4016494406500806
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.2970522799271153
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.759966526932734
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.5934447997057363
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.5699114194431327
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.7452543473416079
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",0.7057965312405594
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",0.5552608805774837
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",0.44097515231898193
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD",BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,0.39281077657527225
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",0.6846771855885803
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",0.5026397698687268
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.5468232084435686
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY020217963.1:c776-714 Marine metagenome 1096626252425, whole genome shotgun sequence FORWARD",0.44097515231898193
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY021486203.1:224-276 Marine metagenome 1092215152705, whole genome shotgun sequence FORWARD",0.5686104012288605
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",0.6624315420841492
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",0.7074453716205201
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AAOK01000003.1:c2958-2897 Synechococcus sp. WH 7805 1099646010149, whole genome shotgun sequence FORWARD",0.2667503421705138
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",0.5859459215278087
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022005844.1:c458-401 Marine metagenome 1092963286685, whole genome shotgun sequence FORWARD",0.8217511002110169
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",0.42433995895281984
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY023488045.1:c608-551 Marine metagenome ctg_1101668295396, whole genome shotgun sequence FORWARD",0.5347861984947789
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",0.4686984502891297
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","AACY020396045.1:947-1009 Marine metagenome 1096626503827, whole genome shotgun sequence FORWARD",0.38804308093622786
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","CP000110.1:1391085-1391144 Synechococcus sp. CC9605, complete genome FORWARD",0.9147964897560508
"AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD","ACNY01000002.1:c278641-278580 Synechococcus sp. WH 8109 ctg_1113323213556, whole genome shotgun sequence FORWARD",0.4949295330721009
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",1.0
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD",0.8842813649143811
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY023938474.1:1158-1220 Marine metagenome ctg_1101668745825, whole genome shotgun sequence FORWARD",0.30626681693427815
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000111.1:c1396332-1396270 Prochlorococcus marinus str. MIT 9312, complete genome FORWARD",0.7501293963888864
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",0.6375569739754738
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,0.39538622931924533
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",0.3738210242715364
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",0.8967608629601731
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY023852401.1:c427-367 Marine metagenome ctg_1101668659752, whole genome shotgun sequence FORWARD",0.41174185563690596
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",0.8582828717455934
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000551.1:c1075404-1075342 Prochlorococcus marinus str. AS9601, complete genome FORWARD",0.30626681693427815
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",0.5526640499932879
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",0.7140762860349328
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",0.6493886275650862
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",DQ366726.1:9273-9330 Uncultured Prochlorococcus marinus clone HF10-88F10 genomic sequence FORWARD,0.37452427628176826
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",0.3737953128623503
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000552.1:c662192-662132 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.3590824302494486
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.37452427628176826
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.751543745197774
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.37452427628176826
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.37452427628176826
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.37342154054938703
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.5526640499932879
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.3170325087690992
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.283566538733685
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.7247969023124359
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.5888784634717883
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.37452427628176826
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.46319781546619393
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",0.5038695558256852
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",0.46676611549077174
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",0.30626681693427815
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,0.34216408587048225
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",0.39938381056651034
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",0.6456112225317666
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.5734885955460981
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY020217963.1:c776-714 Marine metagenome 1096626252425, whole genome shotgun sequence FORWARD",0.30626681693427815
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY021486203.1:224-276 Marine metagenome 1092215152705, whole genome shotgun sequence FORWARD",0.8407887743263386
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",0.3561723875381164
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",0.5526640499932879
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AAOK01000003.1:c2958-2897 Synechococcus sp. WH 7805 1099646010149, whole genome shotgun sequence FORWARD",0.2592661043731536
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",0.8663996313975498
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022005844.1:c458-401 Marine metagenome 1092963286685, whole genome shotgun sequence FORWARD",0.9252485413682883
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",0.4232228832020195
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY023488045.1:c608-551 Marine metagenome ctg_1101668295396, whole genome shotgun sequence FORWARD",0.3743877747203866
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",0.30606783078418787
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","AACY020396045.1:947-1009 Marine metagenome 1096626503827, whole genome shotgun sequence FORWARD",0.47099321290107654
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","CP000110.1:1391085-1391144 Synechococcus sp. CC9605, complete genome FORWARD",0.6779930866859113
"AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD","ACNY01000002.1:c278641-278580 Synechococcus sp. WH 8109 ctg_1113323213556, whole genome shotgun sequence FORWARD",0.35030907874629946
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD",1.0
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY023938474.1:1158-1220 Marine metagenome ctg_1101668745825, whole genome shotgun sequence FORWARD",0.523433580317149
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000111.1:c1396332-1396270 Prochlorococcus marinus str. MIT 9312, complete genome FORWARD",0.8631622384777419
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",0.8301462017489272
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD",BX548175.1:1082118-1082175 Prochlorococcus marinus MIT9313 complete genome FORWARD,0.32797848210525615
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",0.3685697579484786
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY021483025.1:393-449 Marine metagenome 1092963152033, whole genome shotgun sequence FORWARD",0.8658464509821251
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY023852401.1:c427-367 Marine metagenome ctg_1101668659752, whole genome shotgun sequence FORWARD",0.48348338234730426
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",0.8906444988717365
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000551.1:c1075404-1075342 Prochlorococcus marinus str. AS9601, complete genome FORWARD",0.523433580317149
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",0.7450006599604789
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",0.7757368650726505
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",0.7980050238657379
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD",DQ366726.1:9273-9330 Uncultured Prochlorococcus marinus clone HF10-88F10 genomic sequence FORWARD,0.4059724349804381
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",0.3669030101843152
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000552.1:c662192-662132 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.3843198066440036
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","ACDW01000004.1:c718908-718851 Prochlorococcus marinus str. MIT 9202 ctg_1109798534680, whole genome shotgun sequence FORWARD",0.4059724349804381
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022721247.1:660-716 Marine metagenome ctg_1101667128598, whole genome shotgun sequence FORWARD",0.760864777155091
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",0.4059724349804381
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",0.4059724349804381
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD",CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,0.3302233115508455
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022706192.1:c94-32 Marine metagenome ctg_1101667113543, whole genome shotgun sequence FORWARD",0.7450006599604789
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",0.41189974227321946
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",0.3497769651469468
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY022802873.1:c608-549 Marine metagenome ctg_1101667210224, whole genome shotgun sequence FORWARD",0.8512530557114811
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",0.7214320134899355
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",0.4059724349804381
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY020105649.1:c520-461 Marine metagenome 1096626748247, whole genome shotgun sequence FORWARD",0.6371144657910703
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",0.6280244396317397
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",0.45773141100829307
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",0.523433580317149
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD",BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,0.45796980274122184
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",0.4405239565914483
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",0.7324880452951261
"AANO01000069.1:694-756 Synechococcus sp. WH 5701 1099465003518, whole genome shotgun sequence FORWARD","CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",0.6670328766346062
