label,family,cluster
GlutamineII|CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,GlutamineII,4
"GlutamineII|CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",GlutamineII,3
"gp20B|GL945169.1:c33029-32966 Lachnospiraceae bacterium 1_4_56FAA genomic scaffold supercont1.7, whole genome shotgun sequence FORWARD",gp20B,2
"gp20B|JWHR01000121.1:c68509-68440 Terrisporobacter othiniensis strain 08-306576 Contig121, whole genome shotgun sequence FORWARD",gp20B,6
"gp20B|CP060696.1:c905398-905337 Caproicibacterium amylolyticum strain LBM18003 chromosome, complete genome FORWARD",gp20B,1
"gp20B|FNNG01000033.1:26-88 Tepidimicrobium xylanilyticum strain DSM 23310 genome assembly, contig: Ga0056071_scaffold00033.33, whole genome shotgun sequence FORWARD",gp20B,6
"gp20B|JACRSY010000063.1:c4082-4012 Zhenhengia yiwuensis strain NSJ-12 CP_SP_D3_27_ctg063, whole genome shotgun sequence FORWARD",gp20B,6
"gp20B|KC595515.1:5104-5165 Brevibacillus phage Jimmer1, complete genome FORWARD",gp20B,2
"gp20B|DS480667.1:c113974-113910 Clostridium bolteae ATCC BAA-613 Scfld_02_8 genomic scaffold, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|JAOSHN010000014.1:67001-67064 Hominibacterium faecale strain ASD5510 NODE_14_length_76735_cov_158.722835, whole genome shotgun sequence FORWARD",gp20B,2
"gp20B|KC595517.1:4221-4282 Brevibacillus phage Abouo, complete genome FORWARD",gp20B,2
"gp20B|FR887997.1:c11747-11688 Clostridium leptum CAG:27 genomic scaffold, scf168, whole genome shotgun sequence FORWARD",gp20B,6
"int-alpA|FPBO01000015.1:136452-136523 Massilia namucuonensis strain CGMCC 1.11014 genome assembly, contig: Ga0079888_1015, whole genome shotgun sequence FORWARD",int-alpA,9
"int-alpA|CP072793.1:c2243525-2243456 Thiothrix unzii strain A1 chromosome, complete genome FORWARD",int-alpA,9
"int-alpA|FUYB01000003.1:c291249-291177 Thiothrix eikelboomii strain ATCC 49788 genome assembly, contig: EI61DRAFT_scaffold00003.3, whole genome shotgun sequence FORWARD",int-alpA,2
"int-alpA|FOSR01000003.1:127136-127202 Rhodanobacter glycinis strain MO64 genome assembly, contig: Ga0075223_103, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|SMAJ01000003.1:97398-97466 Paralcaligenes ureilyticus strain DSM 24591 Ga0244690_103, whole genome shotgun sequence FORWARD",int-alpA,2
"int-alpA|DF970248.1:43898-43967 Mizugakiibacter sediminis DNA, contig: NODE_130, strain: skMP5, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|PNEO01000008.1:179167-179236 Burkholderia sp. WAC0059 08, whole genome shotgun sequence FORWARD",int-alpA,6
"int-alpA|CP023439.1:c4560430-4560363 Thauera sp. K11 chromosome, complete genome FORWARD",int-alpA,8
"int-alpA|CAJQZC010000005.1:386583-386653 Paraburkholderia sp. LMG 31841 genome assembly, contig: 5, whole genome shotgun sequence FORWARD",int-alpA,9
"int-alpA|BAFF01000008.1:c65031-64965 Atlantibacter hermannii NBRC 105704 NBRC 105704 DNA, contig: EH10570408, whole genome shotgun sequence FORWARD",int-alpA,9
nhaaI|AM746676.1:c4580779-4580721 Sorangium cellulosum 'So ce 56' complete genome FORWARD,nhaaI,4
nhaaI|AM260480.1:496833-496891 Ralstonia eutropha H16 chromosome 2 FORWARD,nhaaI,5
"nhaaI|JTDN01000001.1:2084804-2084864 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence FORWARD",nhaaI,4
"nhaaI|CP000245.1:1201949-1202001 Ramlibacter tataouinensis TTB310, complete genome FORWARD",nhaaI,4
"nhaaI|WVTD01000008.1:c157649-157596 Novosphingobium silvae strain FGD1 NODE_8_length_190061_cov_34.815699, whole genome shotgun sequence FORWARD",nhaaI,3
"nhaaI|BMIH01000002.1:c882707-882649 Sphingomonas metalli CGMCC 1.15330 DNA, sequence02, whole genome shotgun sequence FORWARD",nhaaI,4
"nhaaI|JACIVI010000001.1:26743-26795 Aquariibacter albus strain SJAQ100 contig1, whole genome shotgun sequence FORWARD",nhaaI,4
"nhaaI|LMDI01000067.1:c120494-120438 Rhizobacter sp. Root1221 contig_7, whole genome shotgun sequence FORWARD",nhaaI,4
"nhaaI|RKMB01000002.1:191613-191663 Ramlibacter sp. WS9 NODE_2_length_612727_cov_37.2678_ID_3073, whole genome shotgun sequence FORWARD",nhaaI,4
"nhaaI|RAQU01000199.1:c8842-8787 Teichococcus wenyumeiae strain Z24 Scaffold193_1, whole genome shotgun sequence FORWARD",nhaaI,4
photorcII|HQ634175.1:c68532-68436 Cyanophage P-RSM1 genomic sequence FORWARD,photorcII,10
"photorcII|GU071108.1:162206-162301 Prochlorococcus phage Syn33, complete genome FORWARD",photorcII,10
"photorcII|KU686206.1:160385-160480 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome FORWARD",photorcII,10
"photorcII|KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",photorcII,10
"photorcII|MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",photorcII,10
"photorcII|HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",photorcII,10
photorcII|FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,photorcII,10
"photorcII|KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",photorcII,7
"photorcII|JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",photorcII,7
"photorcII|OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",photorcII,10
"radC|LBNQ01000033.1:c32187-32040 Lampropedia cohaerens strain CT6 484, whole genome shotgun sequence FORWARD",radC,7
"radC|BBYR01000068.1:7745-7895 Ideonella sakaiensis DNA, contig: ISCTG068, whole genome shotgun sequence FORWARD",radC,7
"radC|JSYI01000024.1:36578-36728 Diaphorobacter sp. J5-51 NODE_134, whole genome shotgun sequence FORWARD",radC,7
radC|HG322950.1:3753079-3753226 Pseudomonas knackmussii B13 complete genome FORWARD,radC,7
"radC|CP002657.1:1904436-1904586 Alicycliphilus denitrificans K601, complete genome FORWARD",radC,7
"radC|PSNW01000005.1:283121-283271 Solimonas fluminis strain HR-BB HR-BB_5, whole genome shotgun sequence FORWARD",radC,7
"radC|BNBA01000005.1:136487-136633 [Pseudomonas] boreopolis JCM 13306 DNA, sequence05, whole genome shotgun sequence FORWARD",radC,7
radC|HG322950.1:3410357-3410504 Pseudomonas knackmussii B13 complete genome FORWARD,radC,7
"radC|CP000352.1:2567864-2568011 Cupriavidus metallidurans CH34, complete genome FORWARD",radC,7
"radC|CP001281.2:c1037709-1037559 Thauera sp. MZ1T, complete genome FORWARD",radC,7
"ragath|FORR01000021.1:c22915-22843 Thermoflavimicrobium dichotomicum strain DSM 44778 genome assembly, contig: Ga0104487_121, whole genome shotgun sequence FORWARD",ragath,9
"ragath|CM009896.1:1032814-1032886 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",ragath,6
"ragath|FPBY01000281.1:c2231-2157 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1281, whole genome shotgun sequence FORWARD",ragath,9
"ragath|HF999883.1:2267-2339 Roseburia sp. CAG:197 genomic scaffold, scf170, whole genome shotgun sequence FORWARD",ragath,9
"ragath|FPBY01000216.1:213-286 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1216, whole genome shotgun sequence FORWARD",ragath,9
"ragath|BOPZ01000040.1:c24395-24322 Clostridium polyendosporum JCM 30710 DNA, sequence040, whole genome shotgun sequence FORWARD",ragath,9
"ragath|CABHNW010000153.1:26-98 Blautia luti isolate Blautia_luti_SSTS_Bg7063 genome assembly, contig: 66, whole genome shotgun sequence FORWARD",ragath,9
"ragath|MJIG01000003.1:392790-392862 Anaerostipes sp. 992a contig000003, whole genome shotgun sequence FORWARD",ragath,8
"ragath|MJIG01000003.1:390181-390255 Anaerostipes sp. 992a contig000003, whole genome shotgun sequence FORWARD",ragath,9
"ragath|ACVI01000042.1:c956-883 Clostridium carboxidivorans P7 ctg00199, whole genome shotgun sequence FORWARD",ragath,8
"rhodo-rpoB|JAEIJD010000018.1:c13072-12979 Pontibaca salina strain S1109L scaffold_18_length=17928, whole genome shotgun sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|CP014796.1:2033200-2033291 Salipiger profundus strain JLT2016, complete sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|CP000031.2:c3720079-3719985 Ruegeria pomeroyi DSS-3, complete genome FORWARD",rhodo-rpoB,10
"rhodo-rpoB|PVTQ01000002.1:74373-74464 Donghicola tyrosinivorans strain DSM 100212 Ga0181042_102, whole genome shotgun sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|AAYC01000001.1:318015-318108 Roseobacter sp. SK209-2-6 1101232001815, whole genome shotgun sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|SULI01000002.1:292994-293087 Shimia litoralis strain CL-ES2 scaffold2, whole genome shotgun sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|VANS01000011.1:c15070-14978 Sulfitobacter sabulilitoris strain HSMS-29 contig11, whole genome shotgun sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|FZNN01000002.1:185832-185926 Puniceibacterium sediminis strain DSM 29052 genome assembly, contig: Ga0170426_102, whole genome shotgun sequence FORWARD",rhodo-rpoB,10
"rhodo-rpoB|CP048788.1:575036-575129 Roseobacter ponti strain DSM 106830 chromosome, complete genome FORWARD",rhodo-rpoB,10
"rhodo-rpoB|FRBR01000023.1:8039-8130 Roseovarius pacificus strain DSM 29589 genome assembly, contig: Ga0131109_123, whole genome shotgun sequence FORWARD",rhodo-rpoB,8
