seq1,median_similarity
"GL945169.1:c33029-32966 Lachnospiraceae bacterium 1_4_56FAA genomic scaffold supercont1.7, whole genome shotgun sequence FORWARD",0.6094995518439363
"HF990755.1:123512-123567 Clostridium sp. CAG:7 genomic scaffold, scf280, whole genome shotgun sequence FORWARD",0.6970524500546326
"JABXYM010000001.1:c2117071-2117009 Salipaludibacillus agaradhaerens strain B1096_S55 1, whole genome shotgun sequence FORWARD",0.513546370332866
"JACRSY010000063.1:c4082-4012 Zhenhengia yiwuensis strain NSJ-12 CP_SP_D3_27_ctg063, whole genome shotgun sequence FORWARD",0.6928319788045091
"JAOSHN010000014.1:67001-67064 Hominibacterium faecale strain ASD5510 NODE_14_length_76735_cov_158.722835, whole genome shotgun sequence FORWARD",0.729308338689251
"JH165064.1:c156487-156426 Peptoniphilus indolicus ATCC 29427 genomic scaffold SCAFFOLD4, whole genome shotgun sequence FORWARD",0.7950601807346801
"JPMD01000001.1:104012-104075 Clostridium sulfidigenes strain 113A c1, whole genome shotgun sequence FORWARD",0.5301754617758327
"JWHR01000121.1:c68509-68440 Terrisporobacter othiniensis strain 08-306576 Contig121, whole genome shotgun sequence FORWARD",0.7546963331049396
"JX564242.1:18990-19048 Lactococcus phage Q33, complete genome FORWARD",0.6733623572472558
"JYHN01000047.1:c14230-14174 Clostridium sp. FS41 CLFS41_contig000053, whole genome shotgun sequence FORWARD",0.7673483839860553
"JYHN01000078.1:c10151-10091 Clostridium sp. FS41 CLFS41_contig000086, whole genome shotgun sequence FORWARD",0.8287074648557144
"KB291681.1:88006-88070 Clostridium celatum DSM 1785 genomic scaffold Scfld153, whole genome shotgun sequence FORWARD",0.7581719089990855
"KC595515.1:5104-5165 Brevibacillus phage Jimmer1, complete genome FORWARD",0.7049211054202831
"KC595517.1:4221-4282 Brevibacillus phage Abouo, complete genome FORWARD",0.6608982873173251
"KC595518.2:4221-4282 Brevibacillus phage Davies, complete genome FORWARD",0.8817864144621816
"LJIY01000001.1:c763179-763117 Psychrobacillus sp. FJAT-21963 super1, whole genome shotgun sequence FORWARD",0.6561852824576371
"LN881738.1:c15112-15053 Escherichia phage slur17, complete genome FORWARD",0.7654848845228104
"MK448910.1:23829-23891 Streptococcus phage Javan336, complete genome FORWARD",0.7736371460404708
"MN552144.1:18617-18675 Lactococcus phage P1045, complete genome FORWARD",0.7628267115071213
"NFJK01000007.1:5472-5535 Anaeromassilibacillus sp. An250 An250_contig_7, whole genome shotgun sequence FORWARD",0.7856742977168688
"NFJT01000033.1:c22159-22104 Anaerofilum sp. An201 An201_contig_33, whole genome shotgun sequence FORWARD",0.6664467482760981
"PSQF01000018.1:c7114-7056 Subdoligranulum sp. APC924/74 NODE_18_length_40448_cov_1185.06, whole genome shotgun sequence FORWARD",0.4312096460389117
"RQZE01000005.1:c73240-73179 Erysipelotrichaceae bacterium OH741_COT-311 scaffold_4, whole genome shotgun sequence FORWARD",0.7568519611756475
"SLXA01000001.1:c154924-154859 Frisingicoccus caecimuris strain DSM 28559 Ga0310541_101, whole genome shotgun sequence FORWARD",0.6686455647932333
"SRMQ01000016.1:c13399-13341 Caproiciproducens galactitolivorans strain BS-1 CAGA_contig000016, whole genome shotgun sequence FORWARD",0.6711283066678065
"VFMF01000001.1:3819704-3819762 Clostridium sp. KNHs216 LY85DRAFT_unitig_0_quiver.1, whole genome shotgun sequence FORWARD",0.5912898173363731
