seq1,median_similarity
"AANN01200569.1:c3260-3186 Erinaceus europaeus voucher Broad:Sequencing.Sample:533, Broad Institute, Cambridge, MA cont1.200568, whole genome shotgun sequence FORWARD",0.8357645009028014
"AANN01433628.1:978-1063 Erinaceus europaeus voucher Broad:Sequencing.Sample:533, Broad Institute, Cambridge, MA cont1.433627, whole genome shotgun sequence FORWARD",0.9136143131183939
"AAQQ01544386.1:c1713-1633 Ictidomys tridecemlineatus voucher Broad:Sequencing.Sample:1501, Broad Institute, Cambridge, MA cont1.544385, whole genome shotgun sequence FORWARD",0.9250748414129357
"AAQQ01567293.1:1826-1938 Ictidomys tridecemlineatus voucher Broad:Sequencing.Sample:1501, Broad Institute, Cambridge, MA cont1.567292, whole genome shotgun sequence FORWARD",0.892985364627287
"AARH01007968.1:c101578-101471 Populus trichocarpa Ptrichocarpa_Cont7968, whole genome shotgun sequence FORWARD",0.9076370761288393
"AASS01027918.1:1012-1092 Drosophila simulans strain MD106TS Cont64.3, whole genome shotgun sequence FORWARD",0.927145367587366
"AAVX01392965.1:c352-296 Callorhinchus milii isolate IMCB2004 miniscaf_1239017_2, whole genome shotgun sequence FORWARD",0.8185037480373416
"AAWL01000006.1:c67971-67888 Thermosinus carboxydivorans Nor1 ctg50, whole genome shotgun sequence FORWARD",0.9143484659247847
"AAYZ01665444.1:c416-340 Ochotona princeps isolate NMMNH268 cont2.665443, whole genome shotgun sequence FORWARD",0.9037478346571638
"AB001839.1:75-130 Prosopium spilonotus SINE SmaI-cor DNA, locus name Psp103 FORWARD",0.8791544080820886
"AB003409.1:96-167 Natronobacterium pharaonis DNA, ribosomal spacer region containing tRNA-Ala FORWARD",0.8217255512182646
"AB010698.1:46416-46518 Arabidopsis thaliana genomic DNA, chromosome 5, P1 clone: MPL12 FORWARD",0.9699985073021712
"AB011549.2:c72471-72383 Escherichia coli O157:H7 str. Sakai plasmid pO157 DNA, complete sequence FORWARD",0.916126941575568
"AB017710.1:1702-1771 Homo sapiens U50HG genes for U50' snoRNA, U50 snoRNA, complete sequence FORWARD",0.701624165501991
"AB035343.1:1888-2024 Homo sapiens TCL6f4 mRNA for T-cell leukemia/lymphoma 6 ORF105, T-cell leukemia/lymphoma 6 ORF72, complete cds, clone:pDG4 FORWARD",0.8713202116894986
"AB061824.1:2400-2464 Homo sapiens RPL17, U58a, U58b genes for ribosomal protein L17, U58a and U58b snoRNA, complete cds and sequence FORWARD",0.8219600705316039
"AB061840.1:1853-1925 Homo sapiens RPS12 gene for ribosomal protein S12, complete cds and sequence FORWARD",0.8533762575450842
"AB080198.1:1417-1484 Rubella virus gene for E1, partial cds, clone:BM-E1 FORWARD",0.7718225919335668
"AB262759.2:10477-10526 Culex flavivirus genomic RNA, complete genome, strain: Tokyo FORWARD",0.3136851025976518
"AB488408.1:10643-10699 Aedes flavivirus genomic RNA, complete genome, strain: Narita-21 FORWARD",0.8381238474520964
"ABBA01059641.1:2139-2264 Homo sapiens CTG_1103276862667, whole genome shotgun sequence FORWARD",0.8630299631301421
"ABDC01407961.1:461-543 Microcebus murinus cont1.407960, whole genome shotgun sequence FORWARD",0.9291089884845374
"ABDH01034349.1:c657-580 Termite gut metagenome tgut2b_Contig35032, whole genome shotgun sequence FORWARD",0.7428615109826864
"ABEF01010507.1:c763-658 Marine metagenome HOTS_Contig10507, whole genome shotgun sequence FORWARD",0.8946944653016302
"ABEF01025289.1:c1108-1063 Marine metagenome HOTS_Contig25289, whole genome shotgun sequence FORWARD",0.6125902095521069
"ABEF01041528.1:252-304 Marine metagenome HOTS_Contig41528, whole genome shotgun sequence FORWARD",0.35400298530541213
"ABEF01043191.1:c931-848 Marine metagenome HOTS_Contig43191, whole genome shotgun sequence FORWARD",0.9185418513550166
"ABEJ01000009.1:60520-60618 Salmonella enterica subsp. enterica serovar Schwarzengrund str. SL480 gcontig_1106389297850, whole genome shotgun sequence FORWARD",0.9049366106169549
"ABEU01003209.1:c178750-178656 Physcomitrella patens PHYPAscaffold_36_Cont3209, whole genome shotgun sequence FORWARD",0.9097287001024492
"ABLA01022309.1:286-367 Heterodera glycines strain OP25 HG2_34134.C1, whole genome shotgun sequence FORWARD",0.8995158032584387
"ABOW01000043.1:45149-45216 Mycobacterium tuberculosis T85 cont1.43, whole genome shotgun sequence FORWARD",0.8762295454290594
"ABQF01059171.1:305-384 Taeniopygia guttata isolate Black17 chromosome 3 Contig182.88, whole genome shotgun sequence FORWARD",0.8947467231662238
"ABQZ01002409.1:c1146-1026 Rhizobium etli Brasil 5 Cont2419, whole genome shotgun sequence FORWARD",0.8750111722786063
"ABRN01180214.1:c4550-4465 Tursiops truncatus cont1.180213, whole genome shotgun sequence FORWARD",0.7523187353339753
"ABVX01000063.1:6342-6467 Pectobacterium brasiliense PBR1692 0133_0076_Sequence01245, whole genome shotgun sequence FORWARD",0.8818532982019143
"AC004556.1:52666-52734 Homo sapiens Chromosome 11p15.5 PAC pDJ998n23 containing H19 gene, complete sequence FORWARD",0.790453872137568
"AC006435.7:c3490-3399 Homo sapiens chromosome 17, clone RP5-59D14, complete sequence FORWARD",0.9348629891269005
AC007351.40:c24834-24709 Homo sapiens 12 BAC RP11-492N15 (Roswell Park Cancer Institute Human BAC Library) complete sequence FORWARD,0.8717545830415863
"AC007769.3:c76981-76908 Drosophila melanogaster, chromosome 3R, region 88F-88F, BAC clone BACR17K19, complete sequence FORWARD",0.9002636040186374
"AC011807.4:8760-8847 Arabidopsis thaliana chromosome I BAC F14J22 genomic sequence, complete sequence FORWARD",0.924969674588684
"AC018761.6:c51237-51168 Homo sapiens chromosome 19 clone CTD-2659N19, complete sequence FORWARD",0.8421614984168083
"AC021876.5:63434-63504 Homo sapiens BAC clone GS1-117B4 from 7, complete sequence FORWARD",0.741055335656539
"AC084525.1:3063-3169 Caenorhabditis briggsae cosmid G21D12, complete sequence FORWARD",0.8825421172359776
"AC092814.2:136717-136838 Homo sapiens chromosome 1 clone RP11-565J7, complete sequence FORWARD",0.8777520911559397
"AC093047.1:47159-47233 Drosophila melanogaster, chromosome 2L, region 38D-38E, BAC clone BACR31P14, complete sequence FORWARD",0.889143317519272
AC097725.2:c165119-165045 Drosophila melanogaster 3L BAC RP98-48E19 (Roswell Park Cancer Institute Drosophila BAC Library) complete sequence FORWARD,0.8550762100266692
"AC103705.5:32657-32751 Homo sapiens chromosome 8, clone RP11-55J15, complete sequence FORWARD",0.7904898003204093
"AC140545.26:c107249-107163 Medicago truncatula clone mth2-11g18, complete sequence FORWARD",0.9179387307481642
"AC147254.4:c80430-80347 Mus musculus BAC clone RP24-147G7 from 1, complete sequence FORWARD",0.920657425853018
"AC147434.12:c80936-80818 Medicago truncatula clone mth2-28h7, complete sequence FORWARD",0.869389416789171
"AC147499.5:74526-74608 Medicago truncatula chromosome 6 clone mth2-22h5, complete sequence FORWARD",0.9073032798041766
AC149132.1:c66733-66664 Pan troglodytes chromosome X clone PTB-099J01 map human ortholog p22.12 complete sequence FORWARD,0.8406710841379001
"AC152939.2:6387-6477 Mus musculus BAC clone RP23-312I2 from chromosome 7, complete sequence FORWARD",0.8527568577305459
"AC154727.2:c126995-126920 Mus musculus BAC clone RP24-375I15 from 14, complete sequence FORWARD",0.8949152351749177
"AC226390.3:c19317-19221 Homo sapiens FOSMID clone ABC12-47967000J13 from chromosome unknown, complete sequence FORWARD",0.8962430077893057
"ACHK01000062.1:4026-4119 Enterococcus faecalis ATCC 29200 contig00082, whole genome shotgun sequence FORWARD",0.9089827408877582
"ACHO01000102.1:1739-1816 Mycobacterium tuberculosis T46 cont1.102, whole genome shotgun sequence FORWARD",0.9055124182173084
"ACUL01000219.1:c9374-9283 Legionella drancourtii LLAP12 contig51.2, whole genome shotgun sequence FORWARD",0.8981114302177461
"AE005176.1:c1864719-1864661 Lactococcus lactis subsp. lactis Il1403, complete genome FORWARD",0.8625320586476235
"AE007872.2:c55272-55165 Agrobacterium tumefaciens str. C58 plasmid At, complete sequence FORWARD",0.9361839843511646
"AE008384.1:2036681-2036780 Methanosarcina mazei strain Goe1, complete genome FORWARD",0.9044745735626303
"AE008384.1:c1718065-1717966 Methanosarcina mazei strain Goe1, complete genome FORWARD",0.8780737531642606
"AE010299.1:c1110303-1110204 Methanosarcina acetivorans str. C2A, complete genome FORWARD",0.8968362312633222
"AE014075.1:c332349-332233 Escherichia coli CFT073, complete genome FORWARD",0.8717148392882104
"AE014613.1:c1746000-1745877 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome FORWARD",0.8728132908087163
"AE014613.1:c2690822-2690714 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome FORWARD",0.9111521872892696
"AE015928.1:5986294-5986400 Bacteroides thetaiotaomicron VPI-5482, complete genome FORWARD",0.9154497600782496
"AE015929.1:c2256502-2256404 Staphylococcus epidermidis ATCC 12228, complete genome FORWARD",0.8920020345104032
"AE017333.1:151667-151724 Bacillus licheniformis DSM 13 = ATCC 14580, complete genome FORWARD",0.46065701142136284
"AE017355.1:1568663-1568707 Bacillus thuringiensis serovar konkukian str. 97-27, complete genome FORWARD",0.318260347177173
"AEDU01000019.1:54213-54307 Streptococcus mitis SK564 contig2, whole genome shotgun sequence FORWARD",0.9030674703253394
"AEVE01000054.1:c14045-13980 Streptococcus parasanguinis ATCC 903 contig00054, whole genome shotgun sequence FORWARD",0.7848085732774819
AF027868.1:c5245-5154 Bacillus subtilis chromosome region between terC and odhAB FORWARD,0.8829807816449309
"AF039307.1:c772-675 Homo sapiens homeobox A11 (HOXA11) gene, complete cds FORWARD",0.8941512683914318
"AF042100.1:691-730 HIV-1 isolate MBC200 from Australia, complete genome FORWARD",0.1943268528799934
"AF045145.1:1-88 Homo sapiens vault-associated RNA 3, complete sequence FORWARD",0.9223955898265584
"AF067154.1:1449-1500 HIV-1 isolate 301999 from India, complete genome FORWARD",0.1710832265308855
"AF071109.1:347-475 Homo sapiens SMAD5 splice variant D (SMAD5) mRNA, 5'UTR and partial cds FORWARD",0.9223120022681244
"AF074613.1:60570-60649 Escherichia coli O157:H7 str. EDL933 plasmid pO157, complete sequence FORWARD",0.6908215715610235
"AF085227.1:271-347 Mayetiola destructor elongation factor-1 alpha gene, partial cds FORWARD",0.8942701813937166
"AF141346.1:240-319 Homo sapiens growth arrest specific transcript 5 gene, exons 1 through 12 and alternatively spliced mRNA sequences FORWARD",0.9409421489316142
"AF141346.1:2553-2637 Homo sapiens growth arrest specific transcript 5 gene, exons 1 through 12 and alternatively spliced mRNA sequences FORWARD",0.9323291119237775
"AF169684.1:10540-10612 Dengue virus type 2 strain ThNH63/93, complete genome FORWARD",0.8336906924239852
"AF179847.1:c3382-3298 Lactococcus lactis putative transposase, putative resolvase, and putative replication protein genes, complete cds; and unknown genes FORWARD",0.8897328498467779
"AF228519.1:c623-518 Vibrio fischeri UvrB (uvrB) gene, partial cds; two component signal response regulator LuxO (luxO) gene, complete cds; and phosphorelay protein LuxU (luxU) gene, partial cds FORWARD",0.8843040007026024
"AF250841.1:1-91 Homo sapiens PAC clones A17157 and P0950 imprinted HBII-85 and HBII-52 small nucleolar RNA genes, complete sequence FORWARD",0.9259976100849604
"AF250841.1:161569-161650 Homo sapiens PAC clones A17157 and P0950 imprinted HBII-85 and HBII-52 small nucleolar RNA genes, complete sequence FORWARD",0.877008933049383
AF254836.1:1-50 Pyrococcus abyssi box C/D small nucleolar RNA sR3 FORWARD,0.3324883803282191
"AF257226.1:425-467 Human astrovirus type 2 M358 capsid precursor protein gene, partial cds FORWARD",0.3888661253295433
"AF266518.2:1229-1322 Maize necrotic streak virus isolate Arizona, complete genome FORWARD",0.8948889463018473
"AF357342.1:1-62 Mus musculus clone MBII-119 C/D box snoRNA, partial sequence FORWARD",0.7389840880887054
"AF357382.1:1-99 Mus musculus clone MBII-28 C/D box snoRNA, partial sequence FORWARD",0.9136222626105948
"AF357392.1:1-124 Mus musculus clone MBI-39 H/ACA box snoRNA, partial sequence FORWARD",0.8773367031869572
"AF357394.1:1-116 Mus musculus clone MBI-64 H/ACA box snoRNA, partial sequence FORWARD",0.8881123712111643
"AF357411.1:1-113 Mus musculus clone MBI-83 H/ACA box snoRNA, partial sequence FORWARD",0.8853430357982642
"AF400039.1:c1121-1011 Homo sapiens ST7OT1 mRNA, non-coding transcript FORWARD",0.9203977021493057
"AF400039.1:c1637-1522 Homo sapiens ST7OT1 mRNA, non-coding transcript FORWARD",0.885042616056181
"AF400044.1:462-579 Homo sapiens clone IMAGE:1628386 ST7OT3 mRNA, non-coding transcript FORWARD",0.9126578428019163
"AF400044.1:67-140 Homo sapiens clone IMAGE:1628386 ST7OT3 mRNA, non-coding transcript FORWARD",0.8546076123594226
"AF404068.1:70-185 Avocado sunblotch viroid isolate CF54, complete genome FORWARD",0.8843481494055361
"AF425644.1:679-767 Hepatitis D virus isolate TWD2577-66 genotype I, complete genome FORWARD",0.7986500669539881
"AF480564.1:1-75 Homo sapiens miR-92-precursor-X micro RNA, complete sequence FORWARD",0.900618716041558
"AFUO01000002.1:76867-76988 Streptococcus mitis bv. 2 str. F0392 Contig21, whole genome shotgun sequence FORWARD",0.8704946377381451
"AGGO01000583.1:22-99 Streptococcus sobrinus TCI-98 contig00583, whole genome shotgun sequence FORWARD",0.8740825949299312
AJ007734.1:1-97 Mus musculus mRNA for Z30 small nucleolar RNA FORWARD,0.9192443541827657
AJ010798.1:1-83 Saccharomyces cerevisiae small nucleolar RNA SNR75 FORWARD,0.8953047340271834
AJ011568.1:1-67 Homo sapiens small nucleolar RNA U82 gene FORWARD,0.7840753882493015
AJ012295.1:100-178 Rhizobium etli metZ and apaG genes FORWARD,0.916288394824413
AJ223843.1:1-95 Schizosaccharomyces pombe Z13 small nucleolar RNA gene FORWARD,0.9394003804790052
AJ224024.1:1-72 Homo sapiens Z17A small nucleolar RNA gene FORWARD,0.8635141721753565
AJ224028.1:3-79 Homo sapiens Z23 small nucleolar RNA gene FORWARD,0.8811074689184828
"AJ238851.1:5294-5387 Bos taurus rpl3 gene for ribosomal protein L3, U43 snoRNA, U82 snoRNA, U83a snoRNA and U83b snoRNA genes FORWARD",0.9129617434743016
"AJ251760.1:11527-11647 Homo sapiens NESP55, GNAS1 antisense (partial) and XLalphas (partial) genes FORWARD",0.8721203853979576
"AJ251760.1:2772-2874 Homo sapiens NESP55, GNAS1 antisense (partial) and XLalphas (partial) genes FORWARD",0.8902300907824838
"AJ276209.1:5787-5824 Clostridium sticklandii ORF1 (partial), grdX gene, trxB gene, trxA gene, grdE gene, grdA gene, grdB gene, grdC gene, grdD gene, bmpA gene, rbsA gene, rbsC-1 gene and rbcC-2 gene (partial) FORWARD",0.0517661829413648
AJ429536.1:1-107 Arabidopsis thaliana R71.02 snoRNA FORWARD,0.8745774111964315
AJ458935.1:853-941 Oryza sativa snoRNA gene cluster IX FORWARD,0.9129135951158723
"AJ607402.1:4365-4434 Pelargonium necrotic spot virus complete genome, genomic RNA FORWARD",0.8243045466470751
AJ609439.1:1-126 Homo sapiens ACA27 snoRNA gene FORWARD,0.9011313681174552
AJ609445.1:1-126 Homo sapiens ACA40 snoRNA gene FORWARD,0.8718825351369802
AJ609451.1:1-130 Homo sapiens ACA61 snoRNA gene FORWARD,0.8763781591577473
AJ609462.1:1-126 Homo sapiens ACA28 snoRNA gene FORWARD,0.8671205133801084
AJ609485.1:1-127 Homo sapiens ACA45 scaRNA gene FORWARD,0.8902304875720124
AJ609488.1:1-73 Homo sapiens mgh28S-2410 snoRNA gene FORWARD,0.7692040421634256
AJ617329.1:1-83 Schizosaccharomyces pombe snR60 snoRNA FORWARD,0.9289492460373157
"AK096147.1:2233-2308 Homo sapiens cDNA FLJ38828 fis, clone MAMGL1000017 FORWARD",0.8611769169876888
"AL009126.3:c3774322-3774256 Bacillus subtilis subsp. subtilis str. 168 genome assembly, chromosome: 1 FORWARD",0.7015025477981865
"AL031584.2:c110885-110818 Human DNA sequence from clone RP5-1158E12 on chromosome Xp11.23-11.4, complete sequence FORWARD",0.8002538393692071
"AL132709.5:c185108-185034 Human chromosome 14 DNA sequence BAC R-909M7 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence FORWARD",0.8258843646212706
"AL137060.13:43050-43122 Human DNA sequence from clone RP11-34F20 on chromosome 13, complete sequence FORWARD",0.8571193115137424
"AL137060.13:61566-61623 Human DNA sequence from clone RP11-34F20 on chromosome 13, complete sequence FORWARD",0.63050867559593
"AL365219.17:28721-28796 Human DNA sequence from clone RP11-529A21 on chromosome 6, complete sequence FORWARD",0.8724134606860072
"AL445235.30:c136607-136535 Human DNA sequence from clone RP1-65J11 on chromosome 1, complete sequence FORWARD",0.8622099095732461
"AL606669.4:c12205-12120 Oryza sativa genomic DNA, chromosome 4, BAC clone: OSJNBb0060E08, complete sequence FORWARD",0.8790033781714557
"AL713946.3:150758-150869 Oryza sativa chromosome 12, . BAC OJ1005_B07 of library Monsanto from chromosome 12 of cultivar Nipponbare of ssp. japonica of Oryza sativa (rice), complete sequence FORWARD",0.8988139952482334
"AL732366.7:c162677-162598 Human DNA sequence from clone RP11-393H10 on chromosome X, complete sequence FORWARD",0.937167112669156
"AL766850.1:c192353-192228 Streptococcus agalactiae NEM316 complete genome, segment 8 FORWARD",0.8656360444718451
AL939120.1:c174742-174619 Streptomyces coelicolor A3(2) complete genome; segment 17/29 FORWARD,0.8548703648743831
AM398681.1:c1935873-1935792 Flavobacterium psychrophilum JIP02/86 complete genome FORWARD,0.856446631185371
"AM920689.1:396887-396974 Xanthomonas campestris pv. campestris complete genome, strain B100 FORWARD",0.9206945710915324
"AP002086.1:162438-162505 Agrobacterium rhizogenes plasmid pRi1724 DNA, complete sequence FORWARD",0.8424535965617727
"AP006618.1:133448-133513 Nocardia farcinica IFM 10152 DNA, complete genome FORWARD",0.8389526367301646
"AP008230.1:495034-495118 Desulfitobacterium hafniense Y51 DNA, complete genome FORWARD",0.9018492072008739
"AP010655.1:c737198-737108 Streptococcus mutans NN2025 DNA, complete genome FORWARD",0.8981694725964455
"AP010960.1:3261102-3261178 Escherichia coli O111:H- str. 11128 DNA, complete genome FORWARD",0.8697591593855216
"AY169968.1:2046-2158 Simian immunodeficiency virus isolate SIVcpzCAM13, complete genome FORWARD",0.9252209302421184
"AY183121.1:21-87 Yersinia intermedia putative enterotoxin gene locus, complete sequence FORWARD",0.7500828237106067
"AY220692.1:2-94 Oryza sativa box C/D snoRNA J54.1, complete sequence FORWARD",0.9133003898380034
AY302558.1:1-90 Human echovirus 6 strain D'Amori complete genome FORWARD,0.7944346721952811
AY302558.1:7298-7418 Human echovirus 6 strain D'Amori complete genome FORWARD,0.8835804888704426
"AY316747.1:c71407-71301 Rhizobium sp. NGR234 megaplasmid 2 contig 1, complete sequence FORWARD",0.8801812104910314
"AY350268.1:189-228 Ovis aries clone 5ATamu prion protein (PRNP) gene, PRNP-ARR/ARR allele, exon 3 and complete cds FORWARD",0.18685976922925857
"AY455757.1:c324-241 Homo sapiens candidate tumor suppressor (DLEU2) RNA, antisense sequence FORWARD",0.9345473164501324
"AY455757.1:c890-771 Homo sapiens candidate tumor suppressor (DLEU2) RNA, antisense sequence FORWARD",0.8861452630518992
"AY538661.1:c11440-11320 Homo sapiens sprouty 4 (SPRY4) gene, complete cds FORWARD",0.8957677623344955
"AY538661.1:c11657-11567 Homo sapiens sprouty 4 (SPRY4) gene, complete cds FORWARD",0.9191669511316357
"AY585243.1:10869-10968 Japanese encephalitis virus CNU/LP2, complete genome FORWARD",0.9147549292857072
"AY603043.1:620-685 Canis familiaris methionine adenosyltransferase II alpha subunit (MAT2A) mRNA, 3' UTR FORWARD",0.6889123573497669
"AY966398.1:1-104 Homo sapiens isolate ORA102B control region, partial sequence; mitochondrial FORWARD",0.9239657426310746
"BA000034.2:177239-177336 Streptococcus pyogenes SSI-1 DNA, complete genome FORWARD",0.9293520829702654
"BA000037.2:c3246217-3246162 Vibrio vulnificus YJ016 DNA, chromosome I, complete sequence FORWARD",0.7026983928178129
"BA000039.2:1862773-1862841 Thermosynechococcus elongatus BP-1 DNA, complete genome FORWARD",0.655109291763013
"BAAV01000055.1:2897-2982 Human gut metagenome DNA, contig sequence: F1-T_000055, whole genome shotgun sequence FORWARD",0.8776325479597491
"BAAV01024370.1:c684-614 Human gut metagenome DNA, contig sequence: F1-T_024370, whole genome shotgun sequence FORWARD",0.908412314613408
"BAAW01000646.1:4186-4274 Human gut metagenome DNA, contig sequence: F1-U_000646, whole genome shotgun sequence FORWARD",0.905177755389034
"BAAY01000229.1:c4860-4801 Human gut metagenome DNA, contig sequence: F2-W_000229, whole genome shotgun sequence FORWARD",0.6953274815896642
"BAAY01007686.1:c255-195 Human gut metagenome DNA, contig sequence: F2-W_007686, whole genome shotgun sequence FORWARD",0.5933419969020967
"BAAY01013587.1:c1155-1074 Human gut metagenome DNA, contig sequence: F2-W_013587, whole genome shotgun sequence FORWARD",0.8206266638946866
"BAAZ01023689.1:c241-126 Human gut metagenome DNA, contig sequence: F2-X_023689, whole genome shotgun sequence FORWARD",0.8731065645260674
"BABA01009937.1:46-141 Human gut metagenome DNA, contig sequence: F2-Y_009937, whole genome shotgun sequence FORWARD",0.9076583496215869
"BABA01033214.1:c645-573 Human gut metagenome DNA, contig sequence: F2-Y_033214, whole genome shotgun sequence FORWARD",0.7966030892792295
"BABD01000872.1:c1354-1286 Human gut metagenome DNA, contig sequence: In-D_000872, whole genome shotgun sequence FORWARD",0.7586661715949103
"BABE01000260.1:3320-3379 Human gut metagenome DNA, contig sequence: In-E_000260, whole genome shotgun sequence FORWARD",0.7918856529005993
"BABE01001411.1:c1117-1012 Human gut metagenome DNA, contig sequence: In-E_001411, whole genome shotgun sequence FORWARD",0.9035056584601808
"BABE01001822.1:c1052-982 Human gut metagenome DNA, contig sequence: In-E_001822, whole genome shotgun sequence FORWARD",0.7338003629039687
"BABG01013292.1:257-357 Human gut metagenome DNA, contig sequence: In-R_013292, whole genome shotgun sequence FORWARD",0.8597879144189137
"BC000405.2:1511-1584 Homo sapiens small nuclear ribonucleoprotein polypeptide A, mRNA (cDNA clone MGC:8567 IMAGE:2822987), complete cds FORWARD",0.8487771649185515
"BC001686.2:2508-2574 Homo sapiens methionine adenosyltransferase II, alpha, mRNA (cDNA clone MGC:2907 IMAGE:3010820), complete cds FORWARD",0.8556447760141634
"BC053636.1:c935-865 Homo sapiens H19, imprinted maternally expressed untranslated mRNA, mRNA (cDNA clone IMAGE:4999067), partial cds FORWARD",0.8829800047361966
"BX005219.12:41617-41744 Mouse DNA sequence from clone RP23-343B19 on chromosome X, complete sequence FORWARD",0.8630160895575871
BX571865.1:44187-44214 Photorhabdus luminescens subsp. laumondii TTO1 complete genome; segment 7/17 FORWARD,0.0314636848637217
BX572599.1:15450-15533 Rhodopseudomonas palustris CGA009 complete genome; segment 7/16 FORWARD,0.8506576597298632
BX572606.1:c323831-323780 Rhodopseudomonas palustris CGA009 complete genome; segment 14/16 FORWARD,0.361326027976407
"BX842649.1:c277414-277318 Bdellovibrio bacteriovorus complete genome, strain HD100; segment 4/11 FORWARD",0.903589557877152
"BX927229.6:89400-89475 Human DNA sequence from clone DAMA-377D17 on chromosome 6, complete sequence FORWARD",0.8925421720512043
"BX950851.1:c3380818-3380775 Erwinia carotovora subsp. atroseptica SCRI1043, complete genome FORWARD",0.4785749238864022
"BX950851.1:c4490615-4490505 Erwinia carotovora subsp. atroseptica SCRI1043, complete genome FORWARD",0.8829036746782558
"CAAA01028316.1:c26512-26387 Mus musculus whole genome shotgun assembly contig 14034, whole genome shotgun sequence FORWARD",0.876659763547269
"CAAE01014536.1:93243-93288 Tetraodon nigroviridis chromosome 7 SCAF14536, whole genome shotgun sequence FORWARD",0.2887098995290233
"CAAE01015006.1:c213889-213798 Tetraodon nigroviridis chromosome 17 SCAF15006, whole genome shotgun sequence FORWARD",0.9046371196510457
"CP000023.1:c1696818-1696743 Streptococcus thermophilus LMG 18311, complete genome FORWARD",0.9076421462205192
"CP000038.1:c2936521-2936445 Shigella sonnei Ss046, complete genome FORWARD",0.8569317830102454
"CP000058.1:c2702335-2702218 Pseudomonas savastanoi pv. phaseolicola 1448A chromosome, complete genome FORWARD",0.8902621346513786
"CP000112.1:c1531804-1531715 Desulfovibrio alaskensis G20, complete genome FORWARD",0.8775866296673209
"CP000141.1:711593-711712 Carboxydothermus hydrogenoformans Z-2901, complete genome FORWARD",0.8479111903778892
"CP000440.1:3546030-3546096 Burkholderia ambifaria AMMD chromosome 1, complete sequence FORWARD",0.7116567814394152
"CP000462.1:c2127857-2127812 Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete genome FORWARD",0.404697735933595
"CP000538.1:1181299-1181426 Campylobacter jejuni subsp. jejuni 81-176 chromosome, complete genome FORWARD",0.887715499944552
