seq1,median_similarity
"CP064781.1:c869355-869205 Azospira restricta strain DSM 18626 chromosome, complete genome FORWARD",0.9982252236225276
CR555306.1:c1513825-1513675 Azoarcus aromaticum EbN1 complete genome FORWARD,0.9985449032334746
"FLOC01000018.1:c52448-52300 Marinomonas aquimarina strain CECT 5080 genome assembly, contig: 0018, whole genome shotgun sequence FORWARD",0.9972687835752502
"FNCT01000005.1:c76588-76438 Pseudomonas benzenivorans strain DSM 8628 genome assembly, contig: Ga0104648_105, whole genome shotgun sequence FORWARD",0.9980919506209835
"FQXE01000006.1:325004-325151 Candidimonas bauzanensis strain CGMCC 1.10190 genome assembly, contig: Ga0070552_106, whole genome shotgun sequence FORWARD",0.998057184133257
HG322950.1:3410357-3410504 Pseudomonas knackmussii B13 complete genome FORWARD,0.9990152359452956
HG322950.1:3753079-3753226 Pseudomonas knackmussii B13 complete genome FORWARD,0.9989792652175952
"JAARLZ010000003.1:397931-398078 Luteibacter anthropi strain CCUG 25036 NODE_3_length_549020_cov_39.538753, whole genome shotgun sequence FORWARD",0.9975639762852764
"JAFNME010000013.1:8975-9123 Comamonas denitrificans strain MM2021_4 T_13, whole genome shotgun sequence FORWARD",0.9961094755355631
"JAGQFT020000010.1:78997-79147 Coralloluteibacterium stylophorae strain LMG 29479 contig_10, whole genome shotgun sequence FORWARD",0.998400141214768
"JSYI01000024.1:36578-36728 Diaphorobacter sp. J5-51 NODE_134, whole genome shotgun sequence FORWARD",0.9918007000831826
"JXYQ01000012.1:c92581-92433 Acidovorax temperans strain KY4 Contig_12, whole genome shotgun sequence FORWARD",0.9981187544922152
"JZWI01000004.1:c42210-42063 Variovorax paradoxus strain TBEA6 VPARA_contig000004, whole genome shotgun sequence FORWARD",0.9980613170301316
"KI517370.1:53572-53720 Pseudomonas sp. HPB0071 genomic scaffold aczIi-supercont1.4, whole genome shotgun sequence FORWARD",0.9983463021946598
"LBNQ01000033.1:c32187-32040 Lampropedia cohaerens strain CT6 484, whole genome shotgun sequence FORWARD",0.998057184133257
"MKCZ01000027.1:c16329-16181 Stenotrophomonas sp. BIIR7 sctg_0027_0001, whole genome shotgun sequence FORWARD",0.9980172347251468
"MWIO01000030.1:101837-101987 Rhodanobacter lindaniclasticus strain DSM 17932 DSM-17932_S8_L001_R1_001__paired__contig_30, whole genome shotgun sequence FORWARD",0.9979388167950844
"NINX01000046.1:c100813-100666 Pigmentiphaga sp. NML030171 NML03-0171_S19_L001_001_19, whole genome shotgun sequence FORWARD",0.9981837680345083
"NIOF01000003.1:c49577-49427 Roseateles aquatilis strain CCUG 48205 Scaffold3_1, whole genome shotgun sequence FORWARD",0.9988143331835192
"PSNW01000005.1:283121-283271 Solimonas fluminis strain HR-BB HR-BB_5, whole genome shotgun sequence FORWARD",0.9978527173664344
"QLAG01000012.1:c3464-3314 Stutzerimonas nosocomialis strain SD129 contig00012, whole genome shotgun sequence FORWARD",0.9985593030076092
"QNRQ01000010.1:c168916-168768 Eoetvoesiella caeni strain DSM 25520 Ga0244558_110, whole genome shotgun sequence FORWARD",0.9856166327772888
"RSED01000020.1:c51578-51431 Aquabacterium soli strain SJQ9 Scaffold20, whole genome shotgun sequence FORWARD",1.0
"SMTF01000002.1:c266002-265852 Luteimonas aestuarii strain B9 Scaffold2_1, whole genome shotgun sequence FORWARD",0.9988143331835192
"SMTF01000002.1:c298437-298289 Luteimonas aestuarii strain B9 Scaffold2_1, whole genome shotgun sequence FORWARD",0.996948655585914
"WBSF01000001.1:c375489-375341 Betaproteobacteria bacterium SCN1 NODE_5_length_384129_cov_44.921625, whole genome shotgun sequence FORWARD",0.9985850632999272
"WBSF01000009.1:198902-199052 Betaproteobacteria bacterium SCN1 NODE_2_length_571767_cov_42.151974, whole genome shotgun sequence FORWARD",0.9989902402767864
"WTVM01000057.1:c18857-18707 Azoarcus taiwanensis strain NSC3 NODE_57_length_25290_cov_3.57895, whole genome shotgun sequence FORWARD",0.9988143331835192
